state,year,hour,offense_type,period,crime_count,data_year,population,crime_rate_per_100k
CA,2023,1,motor_vehicle_theft,standard,822,2023,39198693,2.0970086936316985
CA,2023,2,burglary,DST,2135,2023,39198693,5.4466101714156645
CA,2023,2,burglary,standard,1119,2023,39198693,2.8546870172431515
CA,2023,2,motor_vehicle_theft,DST,1862,2023,39198693,4.7501583790051365
CA,2023,2,motor_vehicle_theft,standard,774,2023,39198693,1.9745556312298476
CA,2023,3,burglary,DST,2624,2023,39198693,6.694100744634521
CA,2023,3,burglary,standard,1260,2023,39198693,3.214392888048589
CA,2023,3,motor_vehicle_theft,DST,1740,2023,39198693,4.438923512067098
CA,2023,3,motor_vehicle_theft,standard,754,2023,39198693,1.9235335218957428
CA,2023,4,burglary,DST,2547,2023,39198693,6.497665623698219
CA,2023,4,burglary,standard,1227,2023,39198693,3.1302064076473166
CA,2023,4,motor_vehicle_theft,DST,1783,2023,39198693,4.548621047135423
CA,2023,4,motor_vehicle_theft,standard,770,2023,39198693,1.9643512093630264
CA,2023,5,burglary,DST,1979,2023,39198693,5.0486377186096485
CA,2023,5,burglary,standard,951,2023,39198693,2.426101298836673
CA,2023,5,motor_vehicle_theft,DST,1905,2023,39198693,4.859855914073461
CA,2023,5,motor_vehicle_theft,standard,793,2023,39198693,2.0230266350972466
CA,2023,6,burglary,DST,1466,2023,39198693,3.739920614189866
CA,2023,6,burglary,standard,750,2023,39198693,1.9133291000289219
CA,2023,6,motor_vehicle_theft,DST,2049,2023,39198693,5.227215101279015
CA,2023,6,motor_vehicle_theft,standard,920,2023,39198693,2.3470170293688106
CA,2023,7,burglary,DST,1446,2023,39198693,3.688898504855761
CA,2023,7,burglary,standard,739,2023,39198693,1.8852669398951643
CA,2023,7,motor_vehicle_theft,DST,2407,2023,39198693,6.140510858359486
CA,2023,7,motor_vehicle_theft,standard,1067,2023,39198693,2.7220295329744792
CA,2023,8,burglary,DST,1853,2023,39198693,4.7271984298047895
CA,2023,8,burglary,standard,937,2023,39198693,2.3903858223028
CA,2023,8,motor_vehicle_theft,DST,2885,2023,39198693,7.359939271444587
CA,2023,8,motor_vehicle_theft,standard,1298,2023,39198693,3.3113348957833875
CA,2023,9,burglary,DST,1642,2023,39198693,4.188915176329986
CA,2023,9,burglary,standard,846,2023,39198693,2.158235224832624
CA,2023,9,motor_vehicle_theft,DST,2344,2023,39198693,5.979791213957057
CA,2023,9,motor_vehicle_theft,standard,1154,2023,39198693,2.943975708577834
CA,2023,10,burglary,DST,1709,2023,39198693,4.359839242599237
CA,2023,10,burglary,standard,862,2023,39198693,2.1990529122999076
CA,2023,10,motor_vehicle_theft,DST,2524,2023,39198693,6.4389901979639985
CA,2023,10,motor_vehicle_theft,standard,1179,2023,39198693,3.0077533452454652
CA,2023,11,burglary,DST,1547,2023,39198693,3.946560156992989
CA,2023,11,burglary,standard,798,2023,39198693,2.035782162430773
CA,2023,11,motor_vehicle_theft,DST,2232,2023,39198693,5.6940674016860715
CA,2023,11,motor_vehicle_theft,standard,1127,2023,39198693,2.8750958609767934
CA,2023,12,burglary,DST,2247,2023,39198693,5.73233398368665
CA,2023,12,burglary,standard,1102,2023,39198693,2.811318224309163
CA,2023,12,motor_vehicle_theft,DST,2919,2023,39198693,7.446676857312563
CA,2023,12,motor_vehicle_theft,standard,1446,2023,39198693,3.688898504855761
CA,2023,13,burglary,DST,1572,2023,39198693,4.010337793660621
CA,2023,13,burglary,standard,749,2023,39198693,1.9107779945622168
CA,2023,13,motor_vehicle_theft,DST,2217,2023,39198693,5.655800819685493
CA,2023,13,motor_vehicle_theft,standard,1071,2023,39198693,2.7322339548413006
CA,2023,14,burglary,DST,1644,2023,39198693,4.194017387263397
CA,2023,14,burglary,standard,880,2023,39198693,2.2449728107006015
CA,2023,14,motor_vehicle_theft,DST,2458,2023,39198693,6.270617237161454
CA,2023,14,motor_vehicle_theft,standard,1262,2023,39198693,3.2194950989819993
CA,2023,15,burglary,DST,1973,2023,39198693,5.033331085809417
CA,2023,15,burglary,standard,1075,2023,39198693,2.7424383767081215
CA,2023,15,motor_vehicle_theft,DST,2830,2023,39198693,7.219628470775799
CA,2023,15,motor_vehicle_theft,standard,1405,2023,39198693,3.5843031807208465
CA,2023,16,burglary,DST,2210,2023,39198693,5.637943081418556
CA,2023,16,burglary,standard,1133,2023,39198693,2.8904024937770245
CA,2023,16,motor_vehicle_theft,DST,3154,2023,39198693,8.046186641988292
CA,2023,16,motor_vehicle_theft,standard,1591,2023,39198693,4.05880879752802
CA,2023,17,burglary,DST,2528,2023,39198693,6.44919461983082
CA,2023,17,burglary,standard,1362,2023,39198693,3.474605645652522
CA,2023,17,motor_vehicle_theft,DST,3794,2023,39198693,9.67889414067964
CA,2023,17,motor_vehicle_theft,standard,1876,2023,39198693,4.78587385553901
CA,2023,18,burglary,DST,2172,2023,39198693,5.541001073683758
CA,2023,18,burglary,standard,1171,2023,39198693,2.9873445015118234
CA,2023,18,motor_vehicle_theft,DST,3947,2023,39198693,10.06921327708554
CA,2023,18,motor_vehicle_theft,standard,1956,2023,39198693,4.989962292875428
CA,2023,19,burglary,DST,1758,2023,39198693,4.484843410467793
CA,2023,19,burglary,standard,915,2023,39198693,2.3342615020352846
CA,2023,19,motor_vehicle_theft,DST,3936,2023,39198693,10.041151116951783
CA,2023,19,motor_vehicle_theft,standard,1745,2023,39198693,4.451679039400625
CA,2023,20,burglary,DST,1780,2023,39198693,4.540967730735308
CA,2023,20,burglary,standard,923,2023,39198693,2.354670345768927
CA,2023,20,motor_vehicle_theft,DST,4263,2023,39198693,10.875362604564392
CA,2023,20,motor_vehicle_theft,standard,1984,2023,39198693,5.061393245943175
CA,2023,21,burglary,DST,1747,2023,39198693,4.456781250334036
CA,2023,21,burglary,standard,850,2023,39198693,2.168439646699445
CA,2023,21,motor_vehicle_theft,DST,4505,2023,39198693,11.492730127507057
CA,2023,21,motor_vehicle_theft,standard,1782,2023,39198693,4.546069941668718
CA,2023,22,burglary,DST,1635,2023,39198693,4.17105743806305
CA,2023,22,burglary,standard,803,2023,39198693,2.048537689764299
CA,2023,22,motor_vehicle_theft,DST,4359,2023,39198693,11.120268729368094
CA,2023,22,motor_vehicle_theft,standard,1722,2023,39198693,4.393003613666405
CA,2023,23,burglary,DST,1469,2023,39198693,3.7475739305899816
CA,2023,23,burglary,standard,696,2023,39198693,1.7755694048268396
CA,2023,23,motor_vehicle_theft,DST,3337,2023,39198693,8.51303894239535
CA,2023,23,motor_vehicle_theft,standard,1348,2023,39198693,3.438890169118649
CA,2024,1,burglary,DST,1775,2024,39431263,4.501504301295142
CA,2024,1,burglary,standard,907,2024,39431263,2.3002052964927855
CA,2024,1,motor_vehicle_theft,DST,1901,2024,39431263,4.821047705218065
CA,2024,1,motor_vehicle_theft,standard,948,2024,39431263,2.4041837057058
CA,2024,2,burglary,DST,2234,2024,39431263,5.665555272728646
CA,2024,2,burglary,standard,1129,2024,39431263,2.86321034149984
CA,2024,2,motor_vehicle_theft,DST,1792,2024,39431263,4.544617300237125
CA,2024,2,motor_vehicle_theft,standard,882,2024,39431263,2.2368038274604594
CA,2024,3,burglary,DST,2653,2024,39431263,6.7281638937104296
CA,2024,3,burglary,standard,1368,2024,39431263,3.469328385448876
CA,2024,3,motor_vehicle_theft,DST,1712,2024,39431263,4.341732599333681
CA,2024,3,motor_vehicle_theft,standard,817,2024,39431263,2.071960007976412
CA,2024,4,burglary,DST,2603,2024,39431263,6.601360955645778
CA,2024,4,burglary,standard,1380,2024,39431263,3.4997610905843923
CA,2024,4,motor_vehicle_theft,DST,1573,2024,39431263,3.9892204315139486
CA,2024,4,motor_vehicle_theft,standard,829,2024,39431263,2.1023927131119287
CA,2024,5,burglary,DST,1965,2024,39431263,4.98335546594082
CA,2024,5,burglary,standard,1005,2024,39431263,2.548739055099503
CA,2024,5,motor_vehicle_theft,DST,1601,2024,39431263,4.060230076830154
CA,2024,5,motor_vehicle_theft,standard,873,2024,39431263,2.2139792986088223
CA,2024,6,burglary,DST,1513,2024,39431263,3.8370569058363664
CA,2024,6,burglary,standard,828,2024,39431263,2.0998566543506354
CA,2024,6,motor_vehicle_theft,DST,1728,2024,39431263,4.38230953951437
CA,2024,6,motor_vehicle_theft,standard,927,2024,39431263,2.350926471718646
CA,2024,7,burglary,DST,1461,2024,39431263,3.7051818502491285
CA,2024,7,burglary,standard,821,2024,39431263,2.082104243021584
CA,2024,7,motor_vehicle_theft,DST,1967,2024,39431263,4.988427583463405
CA,2024,7,motor_vehicle_theft,standard,1103,2024,39431263,2.797272813706221
CA,2024,8,burglary,DST,1877,2024,39431263,4.7601822949470325
CA,2024,8,burglary,standard,992,2024,39431263,2.515770291202694
CA,2024,8,motor_vehicle_theft,DST,2310,2024,39431263,5.858295738586918
CA,2024,8,motor_vehicle_theft,standard,1366,2024,39431263,3.4642562679262894
CA,2024,9,burglary,DST,1758,2024,39431263,4.458391302353161
CA,2024,9,burglary,standard,926,2024,39431263,2.348390412957353
CA,2024,9,motor_vehicle_theft,DST,2072,2024,39431263,5.254713753399175
CA,2024,9,motor_vehicle_theft,standard,1189,2024,39431263,3.015373867177422
CA,2024,10,burglary,DST,1936,2024,39431263,4.909809761863321
CA,2024,10,burglary,standard,961,2024,39431263,2.4371524696026095
CA,2024,10,motor_vehicle_theft,DST,2141,2024,39431263,5.429701807928395
CA,2024,10,motor_vehicle_theft,standard,1183,2024,39431263,3.000157514609664
CA,2024,11,burglary,DST,1818,2024,39431263,4.610554828030743
CA,2024,11,burglary,standard,892,2024,39431263,2.2621644150733897
CA,2024,11,motor_vehicle_theft,DST,1867,2024,39431263,4.734821707334102
CA,2024,11,motor_vehicle_theft,standard,1065,2024,39431263,2.7009025807770852
CA,2024,12,burglary,DST,2477,2024,39431263,6.281817551722855
CA,2024,12,burglary,standard,1219,2024,39431263,3.0914556300162133
CA,2024,12,motor_vehicle_theft,DST,2609,2024,39431263,6.616577308213537
CA,2024,12,motor_vehicle_theft,standard,1434,2024,39431263,3.6367082636942163
CA,2024,13,burglary,DST,1641,2024,39431263,4.161672427281875
CA,2024,13,burglary,standard,829,2024,39431263,2.1023927131119287
CA,2024,13,motor_vehicle_theft,DST,1902,2024,39431263,4.823583763979358
CA,2024,13,motor_vehicle_theft,standard,1096,2024,39431263,2.7795204023771696
CA,2024,14,burglary,DST,1849,2024,39431263,4.6891726496308275
CA,2024,14,burglary,standard,1027,2024,39431263,2.60453234784795
CA,2024,14,motor_vehicle_theft,DST,2111,2024,39431263,5.353620045089603
CA,2024,14,motor_vehicle_theft,standard,1200,2024,39431263,3.043270513551646
CA,2024,15,burglary,DST,2117,2024,39431263,5.368836397657361
CA,2024,15,burglary,standard,1103,2024,39431263,2.797272813706221
CA,2024,15,motor_vehicle_theft,DST,2401,2024,39431263,6.089077085864584
CA,2024,15,motor_vehicle_theft,standard,1370,2024,39431263,3.474400502971462
CA,2024,16,burglary,DST,2165,2024,39431263,5.490567218199427
CA,2024,16,burglary,standard,1223,2024,39431263,3.101599865061386
CA,2024,16,motor_vehicle_theft,DST,2850,2024,39431263,7.227767469685158
CA,2024,16,motor_vehicle_theft,standard,1561,2024,39431263,3.958787726378432
CA,2024,17,burglary,DST,2619,2024,39431263,6.641937895826466
CA,2024,17,burglary,standard,1483,2024,39431263,3.760975142997575
CA,2024,17,motor_vehicle_theft,DST,3364,2024,39431263,8.53130167298978
CA,2024,17,motor_vehicle_theft,standard,1944,2024,39431263,4.930098231953666
CA,2024,18,burglary,DST,2281,2024,39431263,5.78475003450942
CA,2024,18,burglary,standard,1372,2024,39431263,3.479472620494048
CA,2024,18,motor_vehicle_theft,DST,3394,2024,39431263,8.60738343582857
CA,2024,18,motor_vehicle_theft,standard,2021,2024,39431263,5.12537475657323
CA,2024,19,burglary,DST,1972,2024,39431263,5.001107877269871
CA,2024,19,burglary,standard,1146,2024,39431263,2.9063233404418214
CA,2024,19,motor_vehicle_theft,DST,3302,2024,39431263,8.37406602978961
CA,2024,19,motor_vehicle_theft,standard,1849,2024,39431263,4.6891726496308275
CA,2024,20,burglary,DST,1987,2024,39431263,5.039148758689267
CA,2024,20,burglary,standard,1005,2024,39431263,2.548739055099503
CA,2024,20,motor_vehicle_theft,DST,3783,2024,39431263,9.593910293971563
CA,2024,20,motor_vehicle_theft,standard,2080,2024,39431263,5.275002223489519
CA,2024,21,burglary,DST,1952,2024,39431263,4.9503867020440095
CA,2024,21,burglary,standard,951,2024,39431263,2.411791881989679
CA,2024,21,motor_vehicle_theft,DST,3699,2024,39431263,9.380881358022949
CA,2024,21,motor_vehicle_theft,standard,1964,2024,39431263,4.980819407179526
CA,2024,22,burglary,DST,1770,2024,39431263,4.488824007488677
CA,2024,22,burglary,standard,828,2024,39431263,2.0998566543506354
CA,2024,22,motor_vehicle_theft,DST,3786,2024,39431263,9.601518470255442
CA,2024,22,motor_vehicle_theft,standard,1899,2024,39431263,4.815975587695479
CA,2024,23,burglary,DST,1464,2024,39431263,3.712790026533008
CA,2024,23,burglary,standard,779,2024,39431263,1.9755897750472766
CA,2024,23,motor_vehicle_theft,DST,2953,2024,39431263,7.4889815220983404
CA,2024,23,motor_vehicle_theft,standard,1450,2024,39431263,3.677285203874905
NV,2022,1,burglary,DST,252,2022,3176116,7.9342190272647475
NV,2022,1,burglary,standard,113,2022,3176116,3.5578045638131606
NV,2022,1,motor_vehicle_theft,DST,271,2022,3176116,8.532433953923597
NV,2022,1,motor_vehicle_theft,standard,100,2022,3176116,3.1484996139939474
NV,2022,2,burglary,DST,247,2022,3176116,7.776794046565049
NV,2022,2,burglary,standard,129,2022,3176116,4.061564502052192
NV,2022,2,motor_vehicle_theft,DST,211,2022,3176116,6.6433341855272285
NV,2022,2,motor_vehicle_theft,standard,125,2022,3176116,3.935624517492434
NV,2022,3,burglary,DST,246,2022,3176116,7.74530905042511
NV,2022,3,burglary,standard,123,2022,3176116,3.872654525212555
NV,2022,3,motor_vehicle_theft,DST,216,2022,3176116,6.800759166226927
NV,2022,3,motor_vehicle_theft,standard,113,2022,3176116,3.5578045638131606
NV,2022,4,burglary,DST,240,2022,3176116,7.556399073585474
NV,2022,4,burglary,standard,110,2022,3176116,3.463349575393342
NV,2022,4,motor_vehicle_theft,DST,255,2022,3176116,8.028674015684565
NV,2022,4,motor_vehicle_theft,standard,112,2022,3176116,3.526319567673221
NV,2022,5,burglary,DST,225,2022,3176116,7.084124131486381
NV,2022,5,burglary,standard,107,2022,3176116,3.3688945869735236
NV,2022,5,motor_vehicle_theft,DST,297,2022,3176116,9.351043853562024
NV,2022,5,motor_vehicle_theft,standard,142,2022,3176116,4.470869451871405
NV,2022,6,burglary,DST,263,2022,3176116,8.280553984804081
NV,2022,6,burglary,standard,101,2022,3176116,3.1799846101338867
NV,2022,6,motor_vehicle_theft,DST,387,2022,3176116,12.184693506156576
NV,2022,6,motor_vehicle_theft,standard,208,2022,3176116,6.548879197107411
NV,2022,7,burglary,DST,336,2022,3176116,10.578958703019662
NV,2022,7,burglary,standard,164,2022,3176116,5.163539366950073
NV,2022,7,motor_vehicle_theft,DST,538,2022,3176116,16.938927923287437
NV,2022,7,motor_vehicle_theft,standard,249,2022,3176116,7.839764038844929
NV,2022,8,burglary,DST,403,2022,3176116,12.688453444395606
NV,2022,8,burglary,standard,187,2022,3176116,5.887694278168682
NV,2022,8,motor_vehicle_theft,DST,499,2022,3176116,15.711013073829797
NV,2022,8,motor_vehicle_theft,standard,244,2022,3176116,7.6823390581452315
NV,2022,9,burglary,DST,504,2022,3176116,15.868438054529495
NV,2022,9,burglary,standard,283,2022,3176116,8.91025390760287
NV,2022,9,motor_vehicle_theft,DST,619,2022,3176116,19.489212610622534
NV,2022,9,motor_vehicle_theft,standard,297,2022,3176116,9.351043853562024
NV,2022,10,burglary,DST,523,2022,3176116,16.466652981188343
NV,2022,10,burglary,standard,286,2022,3176116,9.00470889602269
NV,2022,10,motor_vehicle_theft,DST,585,2022,3176116,18.418722741864592
NV,2022,10,motor_vehicle_theft,standard,279,2022,3176116,8.784313923043113
NV,2022,11,burglary,DST,540,2022,3176116,17.001897915567316
NV,2022,11,burglary,standard,258,2022,3176116,8.123129004104385
NV,2022,11,motor_vehicle_theft,DST,633,2022,3176116,19.930002556581687
NV,2022,11,motor_vehicle_theft,standard,276,2022,3176116,8.689858934623294
NV,2022,12,burglary,DST,526,2022,3176116,16.561107969608162
NV,2022,12,burglary,standard,291,2022,3176116,9.162133876722386
NV,2022,12,motor_vehicle_theft,DST,596,2022,3176116,18.765057699403926
NV,2022,12,motor_vehicle_theft,standard,286,2022,3176116,9.00470889602269
NV,2022,13,burglary,DST,482,2022,3176116,15.175768139450826
NV,2022,13,burglary,standard,235,2022,3176116,7.398974092885776
NV,2022,13,motor_vehicle_theft,DST,520,2022,3176116,16.372197992768523
NV,2022,13,motor_vehicle_theft,standard,276,2022,3176116,8.689858934623294
NV,2022,14,burglary,DST,499,2022,3176116,15.711013073829797
NV,2022,14,burglary,standard,271,2022,3176116,8.532433953923597
NV,2022,14,motor_vehicle_theft,DST,540,2022,3176116,17.001897915567316
NV,2022,14,motor_vehicle_theft,standard,270,2022,3176116,8.500948957783658
NV,2022,15,burglary,DST,537,2022,3176116,16.907442927147496
NV,2022,15,burglary,standard,267,2022,3176116,8.40649396936384
NV,2022,15,motor_vehicle_theft,DST,598,2022,3176116,18.828027691683804
NV,2022,15,motor_vehicle_theft,standard,277,2022,3176116,8.721343930763235
NV,2022,16,burglary,DST,522,2022,3176116,16.435167985048405
NV,2022,16,burglary,standard,269,2022,3176116,8.469463961643719
NV,2022,16,motor_vehicle_theft,DST,578,2022,3176116,18.198327768885015
NV,2022,16,motor_vehicle_theft,standard,255,2022,3176116,8.028674015684565
NV,2022,17,burglary,DST,391,2022,3176116,12.310633490716333
NV,2022,17,burglary,standard,197,2022,3176116,6.202544239568076
NV,2022,17,motor_vehicle_theft,DST,452,2022,3176116,14.231218255252642
NV,2022,17,motor_vehicle_theft,standard,237,2022,3176116,7.461944085165656
NV,2022,18,burglary,DST,347,2022,3176116,10.925293660558998
NV,2022,18,burglary,standard,226,2022,3176116,7.115609127626321
NV,2022,18,motor_vehicle_theft,DST,423,2022,3176116,13.318153367194396
NV,2022,18,motor_vehicle_theft,standard,214,2022,3176116,6.737789173947047
NV,2022,19,burglary,DST,341,2022,3176116,10.73638368371936
NV,2022,19,burglary,standard,218,2022,3176116,6.863729158506805
NV,2022,19,motor_vehicle_theft,DST,381,2022,3176116,11.99578352931694
NV,2022,19,motor_vehicle_theft,standard,162,2022,3176116,5.1005693746701946
NV,2022,20,burglary,DST,278,2022,3176116,8.752828926903174
NV,2022,20,burglary,standard,180,2022,3176116,5.667299305189105
NV,2022,20,motor_vehicle_theft,DST,376,2022,3176116,11.838358548617242
NV,2022,20,motor_vehicle_theft,standard,191,2022,3176116,6.01363426272844
NV,2022,21,burglary,DST,255,2022,3176116,8.028674015684565
NV,2022,21,burglary,standard,156,2022,3176116,4.911659397830557
NV,2022,21,motor_vehicle_theft,DST,346,2022,3176116,10.893808664419058
NV,2022,21,motor_vehicle_theft,standard,197,2022,3176116,6.202544239568076
NV,2022,22,burglary,DST,260,2022,3176116,8.186098996384262
NV,2022,22,burglary,standard,129,2022,3176116,4.061564502052192
NV,2022,22,motor_vehicle_theft,DST,343,2022,3176116,10.799353675999239
NV,2022,22,motor_vehicle_theft,standard,176,2022,3176116,5.541359320629347
NV,2022,23,burglary,DST,235,2022,3176116,7.398974092885776
NV,2022,23,burglary,standard,130,2022,3176116,4.093049498192131
NV,2022,23,motor_vehicle_theft,DST,298,2022,3176116,9.382528849701963
NV,2022,23,motor_vehicle_theft,standard,128,2022,3176116,4.030079505912252
NV,2023,1,burglary,DST,237,2023,3214363,7.373156049892311
NV,2023,1,burglary,standard,133,2023,3214363,4.137678289602015
NV,2023,1,motor_vehicle_theft,DST,418,2023,3214363,13.004131767320617
NV,2023,1,motor_vehicle_theft,standard,172,2023,3214363,5.350982449710876
NV,2023,2,burglary,DST,273,2023,3214363,8.49312912076203
NV,2023,2,burglary,standard,130,2023,3214363,4.044347200362871
NV,2023,2,motor_vehicle_theft,DST,314,2023,3214363,9.768654007030321
NV,2023,2,motor_vehicle_theft,standard,128,2023,3214363,3.9821264742034423
NV,2023,3,burglary,DST,233,2023,3214363,7.2487145975734535
NV,2023,3,burglary,standard,135,2023,3214363,4.199899015761444
NV,2023,3,motor_vehicle_theft,DST,333,2023,3214363,10.359750905544894
NV,2023,3,motor_vehicle_theft,standard,119,2023,3214363,3.702133206486013
NV,2023,4,burglary,DST,261,2023,3214363,8.119804763805456
NV,2023,4,burglary,standard,132,2023,3214363,4.1065679265223
NV,2023,4,motor_vehicle_theft,DST,359,2023,3214363,11.168620345617468
NV,2023,4,motor_vehicle_theft,standard,148,2023,3214363,4.60433373579773
NV,2023,5,burglary,DST,229,2023,3214363,7.1242731452545955
NV,2023,5,burglary,standard,101,2023,3214363,3.1421466710511536
NV,2023,5,motor_vehicle_theft,DST,527,2023,3214363,16.395161343009484
NV,2023,5,motor_vehicle_theft,standard,231,2023,3214363,7.186493871414025
NV,2023,6,burglary,DST,239,2023,3214363,7.435376776051741
NV,2023,6,burglary,standard,108,2023,3214363,3.359919212609155
NV,2023,6,motor_vehicle_theft,DST,644,2023,3214363,20.03507382333607
NV,2023,6,motor_vehicle_theft,standard,263,2023,3214363,8.182025489964886
NV,2023,7,burglary,DST,267,2023,3214363,8.306466942283743
NV,2023,7,burglary,standard,142,2023,3214363,4.417671557319444
NV,2023,7,motor_vehicle_theft,DST,841,2023,3214363,26.16381535003981
NV,2023,7,motor_vehicle_theft,standard,355,2023,3214363,11.04417889329861
NV,2023,8,burglary,DST,402,2023,3214363,12.506365958045185
NV,2023,8,burglary,standard,186,2023,3214363,5.786527532826877
NV,2023,8,motor_vehicle_theft,DST,951,2023,3214363,29.58595528880839
NV,2023,8,motor_vehicle_theft,standard,400,2023,3214363,12.44414523188576
NV,2023,9,burglary,DST,469,2023,3214363,14.590760284386052
NV,2023,9,burglary,standard,248,2023,3214363,7.715370043769169
NV,2023,9,motor_vehicle_theft,DST,927,2023,3214363,28.839306574895243
NV,2023,9,motor_vehicle_theft,standard,410,2023,3214363,12.755248862682901
NV,2023,10,burglary,DST,501,2023,3214363,15.586291902936912
NV,2023,10,burglary,standard,248,2023,3214363,7.715370043769169
NV,2023,10,motor_vehicle_theft,DST,941,2023,3214363,29.274851658011247
NV,2023,10,motor_vehicle_theft,standard,402,2023,3214363,12.506365958045185
NV,2023,11,burglary,DST,483,2023,3214363,15.026305367502053
NV,2023,11,burglary,standard,265,2023,3214363,8.244246216124315
NV,2023,11,motor_vehicle_theft,DST,776,2023,3214363,24.141641749858373
NV,2023,11,motor_vehicle_theft,standard,352,2023,3214363,10.950847804059467
NV,2023,12,burglary,DST,445,2023,3214363,13.844111570472906
NV,2023,12,burglary,standard,228,2023,3214363,7.093162782174882
NV,2023,12,motor_vehicle_theft,DST,747,2023,3214363,23.239441220546652
NV,2023,12,motor_vehicle_theft,standard,349,2023,3214363,10.857516714820324
NV,2023,13,burglary,DST,434,2023,3214363,13.501897576596047
NV,2023,13,burglary,standard,230,2023,3214363,7.15538350833431
NV,2023,13,motor_vehicle_theft,DST,708,2023,3214363,22.02613706043779
NV,2023,13,motor_vehicle_theft,standard,352,2023,3214363,10.950847804059467
NV,2023,14,burglary,DST,490,2023,3214363,15.244077909060055
NV,2023,14,burglary,standard,220,2023,3214363,6.844279877537168
NV,2023,14,motor_vehicle_theft,DST,710,2023,3214363,22.08835778659722
NV,2023,14,motor_vehicle_theft,standard,327,2023,3214363,10.173088727066606
NV,2023,15,burglary,DST,488,2023,3214363,15.181857182900625
NV,2023,15,burglary,standard,252,2023,3214363,7.839811496088027
NV,2023,15,motor_vehicle_theft,DST,785,2023,3214363,24.4216350175758
NV,2023,15,motor_vehicle_theft,standard,326,2023,3214363,10.141978363986892
NV,2023,16,burglary,DST,458,2023,3214363,14.248546290509191
NV,2023,16,burglary,standard,245,2023,3214363,7.622038954530027
NV,2023,16,motor_vehicle_theft,DST,834,2023,3214363,25.946042808481806
NV,2023,16,motor_vehicle_theft,standard,360,2023,3214363,11.199730708697182
NV,2023,17,burglary,DST,344,2023,3214363,10.701964899421752
NV,2023,17,burglary,standard,190,2023,3214363,5.910968985145735
NV,2023,17,motor_vehicle_theft,DST,590,2023,3214363,18.355114217031492
NV,2023,17,motor_vehicle_theft,standard,250,2023,3214363,7.777590769928598
NV,2023,18,burglary,DST,290,2023,3214363,9.022005293117175
NV,2023,18,burglary,standard,166,2023,3214363,5.164320271232589
NV,2023,18,motor_vehicle_theft,DST,614,2023,3214363,19.101762930944638
NV,2023,18,motor_vehicle_theft,standard,301,2023,3214363,9.364219286994032
NV,2023,19,burglary,DST,283,2023,3214363,8.804232751559173
NV,2023,19,burglary,standard,172,2023,3214363,5.350982449710876
NV,2023,19,motor_vehicle_theft,DST,521,2023,3214363,16.208499164531197
NV,2023,19,motor_vehicle_theft,standard,223,2023,3214363,6.937610966776311
NV,2023,20,burglary,DST,278,2023,3214363,8.648680936160602
NV,2023,20,burglary,standard,157,2023,3214363,4.8843270035151605
NV,2023,20,motor_vehicle_theft,DST,497,2023,3214363,15.461850450618055
NV,2023,20,motor_vehicle_theft,standard,206,2023,3214363,6.408734794421165
NV,2023,21,burglary,DST,251,2023,3214363,7.808701133008313
NV,2023,21,burglary,standard,138,2023,3214363,4.293230105000586
NV,2023,21,motor_vehicle_theft,DST,404,2023,3214363,12.568586684204615
NV,2023,21,motor_vehicle_theft,standard,246,2023,3214363,7.653149317609742
NV,2023,22,burglary,DST,255,2023,3214363,7.93314258532717
NV,2023,22,burglary,standard,117,2023,3214363,3.639912480326584
NV,2023,22,motor_vehicle_theft,DST,468,2023,3214363,14.559649921306336
NV,2023,22,motor_vehicle_theft,standard,206,2023,3214363,6.408734794421165
NV,2023,23,burglary,DST,235,2023,3214363,7.310935323732883
NV,2023,23,burglary,standard,124,2023,3214363,3.8576850218845844
NV,2023,23,motor_vehicle_theft,DST,404,2023,3214363,12.568586684204615
NV,2023,23,motor_vehicle_theft,standard,181,2023,3214363,5.6309757174283055
NV,2024,1,burglary,DST,221,2024,3267467,6.763649028437013
NV,2024,1,burglary,standard,114,2024,3267467,3.488941127791038
NV,2024,1,motor_vehicle_theft,DST,278,2024,3267467,8.508119592332532
NV,2024,1,motor_vehicle_theft,standard,145,2024,3267467,4.437688276576321
NV,2024,2,burglary,DST,213,2024,3267467,6.518811054556941
NV,2024,2,burglary,standard,99,2024,3267467,3.0298699267659015
NV,2024,2,motor_vehicle_theft,DST,278,2024,3267467,8.508119592332532
NV,2024,2,motor_vehicle_theft,standard,121,2024,3267467,3.7031743549361016
NV,2024,3,burglary,DST,225,2024,3267467,6.886068015377049
NV,2024,3,burglary,standard,128,2024,3267467,3.9174075820811654
NV,2024,3,motor_vehicle_theft,DST,238,2024,3267467,7.283929722932168
NV,2024,3,motor_vehicle_theft,standard,105,2024,3267467,3.213498407175956
NV,2024,4,burglary,DST,229,2024,3267467,7.008487002317086
NV,2024,4,burglary,standard,113,2024,3267467,3.458336381056029
NV,2024,4,motor_vehicle_theft,DST,281,2024,3267467,8.599933832537559
NV,2024,4,motor_vehicle_theft,standard,127,2024,3267467,3.886802835346157
NV,2024,5,burglary,DST,201,2024,3267467,6.15155409373683
NV,2024,5,burglary,standard,78,2024,3267467,2.38717024533071
NV,2024,5,motor_vehicle_theft,DST,347,2024,3267467,10.61984711704816
NV,2024,5,motor_vehicle_theft,standard,148,2024,3267467,4.529502516781347
NV,2024,6,burglary,DST,224,2024,3267467,6.85546326864204
NV,2024,6,burglary,standard,104,2024,3267467,3.182893660440947
