state,year,county_name,incident_date,crime_type,incident_count
AZ,2022,COCHISE,2022-01-01,burglary,2
AZ,2022,COCHISE,2022-01-01,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-01-02,burglary,1
AZ,2022,COCHISE,2022-01-06,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-01-07,burglary,1
AZ,2022,COCHISE,2022-01-10,burglary,1
AZ,2022,COCHISE,2022-01-11,burglary,2
AZ,2022,COCHISE,2022-01-12,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-01-15,burglary,1
AZ,2022,COCHISE,2022-01-18,burglary,4
AZ,2022,COCHISE,2022-01-18,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-01-19,burglary,1
AZ,2022,COCHISE,2022-01-21,burglary,2
AZ,2022,COCHISE,2022-01-22,burglary,1
AZ,2022,COCHISE,2022-01-24,burglary,2
AZ,2022,COCHISE,2022-01-24,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-01-26,burglary,1
AZ,2022,COCHISE,2022-01-26,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-01-27,burglary,1
AZ,2022,COCHISE,2022-01-31,burglary,1
AZ,2022,COCHISE,2022-01-31,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-02-01,burglary,3
AZ,2022,COCHISE,2022-02-02,burglary,1
AZ,2022,COCHISE,2022-02-02,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-02-04,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-02-05,burglary,2
AZ,2022,COCHISE,2022-02-05,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-02-06,burglary,2
AZ,2022,COCHISE,2022-02-07,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-02-08,burglary,2
AZ,2022,COCHISE,2022-02-09,burglary,2
AZ,2022,COCHISE,2022-02-10,burglary,2
AZ,2022,COCHISE,2022-02-10,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-02-16,burglary,1
AZ,2022,COCHISE,2022-02-17,burglary,2
AZ,2022,COCHISE,2022-02-19,burglary,2
AZ,2022,COCHISE,2022-02-19,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-02-21,burglary,2
AZ,2022,COCHISE,2022-02-22,burglary,1
AZ,2022,COCHISE,2022-02-24,burglary,3
AZ,2022,COCHISE,2022-02-26,burglary,1
AZ,2022,COCHISE,2022-02-28,burglary,1
AZ,2022,COCHISE,2022-03-01,burglary,1
AZ,2022,COCHISE,2022-03-03,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-03-08,burglary,1
AZ,2022,COCHISE,2022-03-09,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-03-11,burglary,2
AZ,2022,COCHISE,2022-03-12,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-03-14,burglary,1
AZ,2022,COCHISE,2022-03-15,burglary,2
AZ,2022,COCHISE,2022-03-18,burglary,1
AZ,2022,COCHISE,2022-03-19,burglary,1
AZ,2022,COCHISE,2022-03-21,burglary,1
AZ,2022,COCHISE,2022-03-22,burglary,1
AZ,2022,COCHISE,2022-03-23,burglary,2
AZ,2022,COCHISE,2022-03-24,burglary,1
AZ,2022,COCHISE,2022-03-25,burglary,1
AZ,2022,COCHISE,2022-03-25,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-03-30,burglary,3
AZ,2022,COCHISE,2022-04-01,burglary,1
AZ,2022,COCHISE,2022-04-01,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-04-02,burglary,1
AZ,2022,COCHISE,2022-04-02,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-04-04,burglary,1
AZ,2022,COCHISE,2022-04-04,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-04-07,burglary,2
AZ,2022,COCHISE,2022-04-09,burglary,2
AZ,2022,COCHISE,2022-04-11,burglary,1
AZ,2022,COCHISE,2022-04-12,burglary,1
AZ,2022,COCHISE,2022-04-12,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-04-13,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-04-14,burglary,2
AZ,2022,COCHISE,2022-04-14,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-04-15,burglary,1
AZ,2022,COCHISE,2022-04-16,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-04-17,burglary,1
AZ,2022,COCHISE,2022-04-18,burglary,1
AZ,2022,COCHISE,2022-04-19,burglary,1
AZ,2022,COCHISE,2022-04-19,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-04-22,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-04-23,burglary,2
AZ,2022,COCHISE,2022-04-25,burglary,1
AZ,2022,COCHISE,2022-04-26,burglary,1
AZ,2022,COCHISE,2022-04-27,burglary,2
AZ,2022,COCHISE,2022-04-27,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-04-28,burglary,1
AZ,2022,COCHISE,2022-05-03,burglary,1
AZ,2022,COCHISE,2022-05-04,burglary,2
AZ,2022,COCHISE,2022-05-05,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-05-06,burglary,2
AZ,2022,COCHISE,2022-05-10,burglary,1
AZ,2022,COCHISE,2022-05-11,burglary,2
AZ,2022,COCHISE,2022-05-12,burglary,3
AZ,2022,COCHISE,2022-05-14,burglary,1
AZ,2022,COCHISE,2022-05-16,burglary,3
AZ,2022,COCHISE,2022-05-17,burglary,1
AZ,2022,COCHISE,2022-05-19,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-05-21,burglary,3
AZ,2022,COCHISE,2022-05-26,burglary,2
AZ,2022,COCHISE,2022-05-27,burglary,1
AZ,2022,COCHISE,2022-05-27,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-05-28,burglary,2
AZ,2022,COCHISE,2022-05-28,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-05-29,burglary,1
AZ,2022,COCHISE,2022-05-30,burglary,2
AZ,2022,COCHISE,2022-05-31,burglary,1
AZ,2022,COCHISE,2022-06-02,burglary,3
AZ,2022,COCHISE,2022-06-03,burglary,2
AZ,2022,COCHISE,2022-06-05,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-06-06,burglary,1
AZ,2022,COCHISE,2022-06-07,burglary,2
AZ,2022,COCHISE,2022-06-08,burglary,3
AZ,2022,COCHISE,2022-06-10,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-06-11,burglary,1
AZ,2022,COCHISE,2022-06-11,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-06-12,burglary,1
AZ,2022,COCHISE,2022-06-15,burglary,1
AZ,2022,COCHISE,2022-06-15,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-06-16,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-06-18,burglary,3
AZ,2022,COCHISE,2022-06-19,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-06-20,burglary,2
AZ,2022,COCHISE,2022-06-20,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-06-21,burglary,1
AZ,2022,COCHISE,2022-06-22,burglary,4
AZ,2022,COCHISE,2022-06-22,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-06-23,burglary,1
AZ,2022,COCHISE,2022-06-24,burglary,1
AZ,2022,COCHISE,2022-06-25,burglary,1
AZ,2022,COCHISE,2022-06-26,burglary,2
AZ,2022,COCHISE,2022-06-28,burglary,2
AZ,2022,COCHISE,2022-06-28,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-06-29,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-06-30,burglary,1
AZ,2022,COCHISE,2022-07-01,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-07-03,burglary,1
AZ,2022,COCHISE,2022-07-04,burglary,1
AZ,2022,COCHISE,2022-07-04,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-07-05,burglary,2
AZ,2022,COCHISE,2022-07-06,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-07-07,burglary,1
AZ,2022,COCHISE,2022-07-08,burglary,1
AZ,2022,COCHISE,2022-07-08,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-07-09,burglary,1
AZ,2022,COCHISE,2022-07-11,burglary,1
AZ,2022,COCHISE,2022-07-12,burglary,3
AZ,2022,COCHISE,2022-07-14,burglary,1
AZ,2022,COCHISE,2022-07-15,burglary,2
AZ,2022,COCHISE,2022-07-17,burglary,1
AZ,2022,COCHISE,2022-07-18,burglary,2
AZ,2022,COCHISE,2022-07-19,burglary,2
AZ,2022,COCHISE,2022-07-21,burglary,3
AZ,2022,COCHISE,2022-07-22,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-07-23,burglary,1
AZ,2022,COCHISE,2022-07-24,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-07-25,burglary,3
AZ,2022,COCHISE,2022-07-25,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-07-26,burglary,1
AZ,2022,COCHISE,2022-07-28,burglary,2
AZ,2022,COCHISE,2022-07-28,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-07-29,burglary,1
AZ,2022,COCHISE,2022-08-01,burglary,2
AZ,2022,COCHISE,2022-08-02,burglary,1
AZ,2022,COCHISE,2022-08-03,burglary,2
AZ,2022,COCHISE,2022-08-05,burglary,1
AZ,2022,COCHISE,2022-08-08,burglary,1
AZ,2022,COCHISE,2022-08-09,burglary,1
AZ,2022,COCHISE,2022-08-09,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-08-10,burglary,1
AZ,2022,COCHISE,2022-08-11,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-08-12,burglary,1
AZ,2022,COCHISE,2022-08-13,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-08-15,burglary,1
AZ,2022,COCHISE,2022-08-16,burglary,2
AZ,2022,COCHISE,2022-08-16,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-08-18,burglary,1
AZ,2022,COCHISE,2022-08-19,burglary,1
AZ,2022,COCHISE,2022-08-20,burglary,1
AZ,2022,COCHISE,2022-08-21,burglary,1
AZ,2022,COCHISE,2022-08-21,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-08-22,burglary,1
AZ,2022,COCHISE,2022-08-23,burglary,1
AZ,2022,COCHISE,2022-08-25,burglary,2
AZ,2022,COCHISE,2022-08-25,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-08-26,burglary,1
AZ,2022,COCHISE,2022-08-27,burglary,3
AZ,2022,COCHISE,2022-08-28,burglary,1
AZ,2022,COCHISE,2022-08-28,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-08-29,burglary,2
AZ,2022,COCHISE,2022-08-31,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-09-02,burglary,1
AZ,2022,COCHISE,2022-09-03,burglary,1
AZ,2022,COCHISE,2022-09-03,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-09-04,burglary,2
AZ,2022,COCHISE,2022-09-05,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-09-06,burglary,1
AZ,2022,COCHISE,2022-09-06,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-09-08,burglary,1
AZ,2022,COCHISE,2022-09-08,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-09-13,burglary,1
AZ,2022,COCHISE,2022-09-14,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-09-17,burglary,1
AZ,2022,COCHISE,2022-09-18,burglary,1
AZ,2022,COCHISE,2022-09-19,burglary,2
AZ,2022,COCHISE,2022-09-19,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-09-21,burglary,2
AZ,2022,COCHISE,2022-09-22,burglary,1
AZ,2022,COCHISE,2022-09-23,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-09-24,burglary,1
AZ,2022,COCHISE,2022-09-24,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-09-27,burglary,2
AZ,2022,COCHISE,2022-09-29,burglary,1
AZ,2022,COCHISE,2022-09-30,burglary,1
AZ,2022,COCHISE,2022-10-02,burglary,2
AZ,2022,COCHISE,2022-10-02,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-10-03,burglary,2
AZ,2022,COCHISE,2022-10-03,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-10-04,burglary,1
AZ,2022,COCHISE,2022-10-04,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-10-06,burglary,3
AZ,2022,COCHISE,2022-10-08,burglary,2
AZ,2022,COCHISE,2022-10-10,burglary,1
AZ,2022,COCHISE,2022-10-11,burglary,1
AZ,2022,COCHISE,2022-10-13,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-10-17,burglary,1
AZ,2022,COCHISE,2022-10-17,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-10-20,burglary,1
AZ,2022,COCHISE,2022-10-21,burglary,2
AZ,2022,COCHISE,2022-10-22,burglary,1
AZ,2022,COCHISE,2022-10-24,burglary,1
AZ,2022,COCHISE,2022-10-24,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-10-25,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-10-26,burglary,2
AZ,2022,COCHISE,2022-10-27,burglary,1
AZ,2022,COCHISE,2022-10-28,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-10-30,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-10-31,burglary,2
AZ,2022,COCHISE,2022-10-31,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-11-01,burglary,1
AZ,2022,COCHISE,2022-11-02,burglary,1
AZ,2022,COCHISE,2022-11-06,burglary,1
AZ,2022,COCHISE,2022-11-07,burglary,1
AZ,2022,COCHISE,2022-11-07,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-11-08,burglary,1
AZ,2022,COCHISE,2022-11-10,burglary,1
AZ,2022,COCHISE,2022-11-11,burglary,1
AZ,2022,COCHISE,2022-11-11,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-11-12,burglary,1
AZ,2022,COCHISE,2022-11-13,burglary,3
AZ,2022,COCHISE,2022-11-14,burglary,1
AZ,2022,COCHISE,2022-11-15,burglary,1
AZ,2022,COCHISE,2022-11-15,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-11-16,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-11-19,burglary,3
AZ,2022,COCHISE,2022-11-20,burglary,1
AZ,2022,COCHISE,2022-11-20,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-11-21,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-11-22,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-11-23,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-11-27,burglary,1
AZ,2022,COCHISE,2022-11-28,burglary,1
AZ,2022,COCHISE,2022-11-30,burglary,1
AZ,2022,COCHISE,2022-12-02,burglary,2
AZ,2022,COCHISE,2022-12-04,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-12-05,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-12-09,burglary,1
AZ,2022,COCHISE,2022-12-10,burglary,4
AZ,2022,COCHISE,2022-12-10,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-12-13,burglary,2
AZ,2022,COCHISE,2022-12-14,burglary,2
AZ,2022,COCHISE,2022-12-15,burglary,1
AZ,2022,COCHISE,2022-12-15,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-12-16,burglary,2
AZ,2022,COCHISE,2022-12-17,burglary,2
AZ,2022,COCHISE,2022-12-17,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-12-18,burglary,2
AZ,2022,COCHISE,2022-12-19,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-12-22,motor_vehicle_theft,2
AZ,2022,COCHISE,2022-12-24,burglary,1
AZ,2022,COCHISE,2022-12-24,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-12-28,motor_vehicle_theft,1
AZ,2022,COCHISE,2022-12-29,burglary,3
AZ,2022,COCHISE,2022-12-30,burglary,2
AZ,2022,GILA,2022-01-01,burglary,1
AZ,2022,GILA,2022-01-02,burglary,1
AZ,2022,GILA,2022-01-04,motor_vehicle_theft,1
AZ,2022,GILA,2022-01-06,burglary,1
AZ,2022,GILA,2022-01-11,burglary,1
AZ,2022,GILA,2022-01-11,motor_vehicle_theft,1
AZ,2022,GILA,2022-01-14,motor_vehicle_theft,1
AZ,2022,GILA,2022-01-19,burglary,1
AZ,2022,GILA,2022-02-06,burglary,1
AZ,2022,GILA,2022-02-07,burglary,1
AZ,2022,GILA,2022-02-24,burglary,1
AZ,2022,GILA,2022-02-25,burglary,1
AZ,2022,GILA,2022-03-06,burglary,1
AZ,2022,GILA,2022-03-07,burglary,1
AZ,2022,GILA,2022-03-14,burglary,1
AZ,2022,GILA,2022-03-17,burglary,1
AZ,2022,GILA,2022-03-20,burglary,1
AZ,2022,GILA,2022-03-23,burglary,1
AZ,2022,GILA,2022-03-29,burglary,1
AZ,2022,GILA,2022-04-02,burglary,1
AZ,2022,GILA,2022-04-07,burglary,2
AZ,2022,GILA,2022-04-20,burglary,1
AZ,2022,GILA,2022-04-30,burglary,1
AZ,2022,GILA,2022-05-15,burglary,1
AZ,2022,GILA,2022-05-17,burglary,1
AZ,2022,GILA,2022-05-24,burglary,1
AZ,2022,GILA,2022-05-27,burglary,1
AZ,2022,GILA,2022-05-30,burglary,1
AZ,2022,GILA,2022-05-30,motor_vehicle_theft,1
AZ,2022,GILA,2022-05-31,burglary,1
AZ,2022,GILA,2022-06-07,burglary,2
AZ,2022,GILA,2022-06-10,burglary,1
AZ,2022,GILA,2022-06-11,burglary,1
AZ,2022,GILA,2022-06-14,burglary,1
AZ,2022,GILA,2022-06-15,burglary,1
AZ,2022,GILA,2022-06-17,burglary,1
AZ,2022,GILA,2022-06-21,burglary,1
AZ,2022,GILA,2022-06-25,motor_vehicle_theft,1
AZ,2022,GILA,2022-07-01,burglary,1
AZ,2022,GILA,2022-07-07,burglary,9
AZ,2022,GILA,2022-07-08,burglary,1
AZ,2022,GILA,2022-07-10,burglary,1
AZ,2022,GILA,2022-07-12,burglary,1
AZ,2022,GILA,2022-07-14,burglary,1
AZ,2022,GILA,2022-07-16,motor_vehicle_theft,1
AZ,2022,GILA,2022-07-25,burglary,1
AZ,2022,GILA,2022-07-25,motor_vehicle_theft,1
AZ,2022,GILA,2022-07-27,motor_vehicle_theft,1
AZ,2022,GILA,2022-07-29,burglary,1
AZ,2022,GILA,2022-08-02,burglary,1
AZ,2022,GILA,2022-08-14,motor_vehicle_theft,1
AZ,2022,GILA,2022-08-16,burglary,1
AZ,2022,GILA,2022-08-17,burglary,1
AZ,2022,GILA,2022-08-20,burglary,1
AZ,2022,GILA,2022-08-21,motor_vehicle_theft,1
AZ,2022,GILA,2022-08-22,motor_vehicle_theft,1
AZ,2022,GILA,2022-08-23,motor_vehicle_theft,1
AZ,2022,GILA,2022-08-26,burglary,1
AZ,2022,GILA,2022-08-30,burglary,1
AZ,2022,GILA,2022-09-01,burglary,1
AZ,2022,GILA,2022-09-01,motor_vehicle_theft,1
AZ,2022,GILA,2022-09-05,burglary,1
AZ,2022,GILA,2022-09-05,motor_vehicle_theft,1
AZ,2022,GILA,2022-09-08,burglary,1
AZ,2022,GILA,2022-09-15,burglary,1
AZ,2022,GILA,2022-09-22,burglary,1
AZ,2022,GILA,2022-09-25,burglary,2
AZ,2022,GILA,2022-10-15,motor_vehicle_theft,1
AZ,2022,GILA,2022-10-23,motor_vehicle_theft,1
AZ,2022,GILA,2022-11-01,burglary,1
AZ,2022,GILA,2022-11-08,burglary,1
AZ,2022,GILA,2022-11-18,burglary,1
AZ,2022,GILA,2022-11-18,motor_vehicle_theft,1
AZ,2022,GILA,2022-11-21,burglary,1
AZ,2022,GILA,2022-12-28,burglary,1
AZ,2022,GILA,2022-12-29,burglary,1
AZ,2022,GILA,2022-12-31,burglary,1
AZ,2022,GREENLEE,2022-01-15,burglary,1
AZ,2022,GREENLEE,2022-02-06,burglary,1
AZ,2022,LA PAZ,2022-01-05,burglary,2
AZ,2022,LA PAZ,2022-01-09,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-01-10,burglary,1
AZ,2022,LA PAZ,2022-01-17,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-01-22,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-01-25,burglary,2
AZ,2022,LA PAZ,2022-02-02,burglary,1
AZ,2022,LA PAZ,2022-02-03,burglary,1
AZ,2022,LA PAZ,2022-02-07,burglary,1
AZ,2022,LA PAZ,2022-02-08,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-02-15,burglary,1
AZ,2022,LA PAZ,2022-02-15,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-02-18,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-02-19,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-02-20,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-02-23,burglary,5
AZ,2022,LA PAZ,2022-03-03,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-03-07,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-03-10,burglary,1
AZ,2022,LA PAZ,2022-03-13,burglary,1
AZ,2022,LA PAZ,2022-03-13,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-03-14,burglary,1
AZ,2022,LA PAZ,2022-03-14,motor_vehicle_theft,2
AZ,2022,LA PAZ,2022-03-15,burglary,1
AZ,2022,LA PAZ,2022-03-16,burglary,2
AZ,2022,LA PAZ,2022-03-18,motor_vehicle_theft,2
AZ,2022,LA PAZ,2022-03-25,burglary,1
AZ,2022,LA PAZ,2022-04-04,burglary,1
AZ,2022,LA PAZ,2022-04-06,motor_vehicle_theft,2
AZ,2022,LA PAZ,2022-04-13,burglary,1
AZ,2022,LA PAZ,2022-04-14,burglary,1
AZ,2022,LA PAZ,2022-04-18,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-04-19,burglary,1
AZ,2022,LA PAZ,2022-05-02,burglary,1
AZ,2022,LA PAZ,2022-05-05,motor_vehicle_theft,2
AZ,2022,LA PAZ,2022-05-09,burglary,1
AZ,2022,LA PAZ,2022-05-10,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-05-17,burglary,1
AZ,2022,LA PAZ,2022-05-20,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-05-22,burglary,1
AZ,2022,LA PAZ,2022-05-23,burglary,1
AZ,2022,LA PAZ,2022-05-25,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-05-27,burglary,1
AZ,2022,LA PAZ,2022-05-30,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-06-02,motor_vehicle_theft,2
AZ,2022,LA PAZ,2022-06-07,burglary,1
AZ,2022,LA PAZ,2022-06-10,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-06-17,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-06-25,burglary,2
AZ,2022,LA PAZ,2022-06-27,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-06-28,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-07-04,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-07-17,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-07-18,burglary,1
AZ,2022,LA PAZ,2022-07-19,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-07-23,burglary,1
AZ,2022,LA PAZ,2022-08-09,burglary,1
AZ,2022,LA PAZ,2022-08-11,burglary,1
AZ,2022,LA PAZ,2022-08-11,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-08-17,burglary,1
AZ,2022,LA PAZ,2022-08-21,burglary,1
AZ,2022,LA PAZ,2022-08-25,burglary,1
AZ,2022,LA PAZ,2022-08-26,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-08-29,burglary,1
AZ,2022,LA PAZ,2022-08-30,burglary,1
AZ,2022,LA PAZ,2022-09-03,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-09-07,burglary,1
AZ,2022,LA PAZ,2022-09-07,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-09-09,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-09-13,burglary,1
AZ,2022,LA PAZ,2022-09-16,burglary,1
AZ,2022,LA PAZ,2022-09-23,burglary,1
AZ,2022,LA PAZ,2022-09-25,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-10-03,burglary,1
AZ,2022,LA PAZ,2022-10-03,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-10-08,burglary,1
AZ,2022,LA PAZ,2022-10-09,burglary,1
AZ,2022,LA PAZ,2022-10-13,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-10-14,burglary,1
AZ,2022,LA PAZ,2022-10-15,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-10-28,burglary,1
AZ,2022,LA PAZ,2022-10-29,burglary,1
AZ,2022,LA PAZ,2022-11-01,burglary,1
AZ,2022,LA PAZ,2022-11-02,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-11-03,burglary,1
AZ,2022,LA PAZ,2022-11-12,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-11-13,burglary,2
AZ,2022,LA PAZ,2022-11-15,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-11-25,burglary,1
AZ,2022,LA PAZ,2022-11-25,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-11-27,burglary,1
AZ,2022,LA PAZ,2022-12-01,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-12-05,burglary,1
AZ,2022,LA PAZ,2022-12-08,burglary,1
AZ,2022,LA PAZ,2022-12-18,motor_vehicle_theft,1
AZ,2022,LA PAZ,2022-12-26,burglary,1
AZ,2022,LA PAZ,2022-12-29,burglary,1
AZ,2022,LA PAZ,2022-12-31,motor_vehicle_theft,1
AZ,2022,MARICOPA,2022-01-01,burglary,23
AZ,2022,MARICOPA,2022-01-01,motor_vehicle_theft,14
AZ,2022,MARICOPA,2022-01-02,burglary,12
AZ,2022,MARICOPA,2022-01-02,motor_vehicle_theft,12
AZ,2022,MARICOPA,2022-01-03,burglary,12
AZ,2022,MARICOPA,2022-01-03,motor_vehicle_theft,7
AZ,2022,MARICOPA,2022-01-04,burglary,12
AZ,2022,MARICOPA,2022-01-04,motor_vehicle_theft,12
AZ,2022,MARICOPA,2022-01-05,burglary,16
AZ,2022,MARICOPA,2022-01-05,motor_vehicle_theft,15
AZ,2022,MARICOPA,2022-01-06,burglary,14
AZ,2022,MARICOPA,2022-01-06,motor_vehicle_theft,13
AZ,2022,MARICOPA,2022-01-07,burglary,17
AZ,2022,MARICOPA,2022-01-07,motor_vehicle_theft,17
AZ,2022,MARICOPA,2022-01-08,burglary,21
AZ,2022,MARICOPA,2022-01-08,motor_vehicle_theft,5
AZ,2022,MARICOPA,2022-01-09,burglary,12
AZ,2022,MARICOPA,2022-01-09,motor_vehicle_theft,7
AZ,2022,MARICOPA,2022-01-10,burglary,21
AZ,2022,MARICOPA,2022-01-10,motor_vehicle_theft,13
AZ,2022,MARICOPA,2022-01-11,burglary,13
AZ,2022,MARICOPA,2022-01-11,motor_vehicle_theft,16
AZ,2022,MARICOPA,2022-01-12,burglary,9
AZ,2022,MARICOPA,2022-01-12,motor_vehicle_theft,10
AZ,2022,MARICOPA,2022-01-13,burglary,23
AZ,2022,MARICOPA,2022-01-13,motor_vehicle_theft,9
AZ,2022,MARICOPA,2022-01-14,burglary,14
AZ,2022,MARICOPA,2022-01-14,motor_vehicle_theft,9
AZ,2022,MARICOPA,2022-01-15,burglary,11
AZ,2022,MARICOPA,2022-01-15,motor_vehicle_theft,16
AZ,2022,MARICOPA,2022-01-16,burglary,16
AZ,2022,MARICOPA,2022-01-16,motor_vehicle_theft,11
