date,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,state,county_fips,county_name,timezone,proposal_excluded_az_county
2021-01-01,-1.4,-4.0,2.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-02,0.1,-6.2,7.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-03,1.2,-4.7,8.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-04,3.2,-3.8,10.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-05,3.9,-1.6,9.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-06,-0.2,-5.4,6.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-07,2.2,-4.6,9.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-08,2.6,-3.3,8.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-09,1.1,-3.3,5.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-10,-1.4,-5.8,4.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-11,-1.4,-7.4,4.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-12,-1.9,-8.9,4.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-13,0.7,-5.8,8.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-14,3.6,-2.4,10.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-15,2.9,-3.2,9.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-16,4.4,-1.0,11.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-17,3.6,-3.1,11.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-18,4.9,-0.4,10.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-19,5.1,2.0,10.9,3.5,AZ,04001,APACHE,America/Phoenix,True
2021-01-20,3.3,-1.8,8.0,0.4,AZ,04001,APACHE,America/Phoenix,True
2021-01-21,4.8,-1.6,10.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-22,4.9,-0.2,11.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-23,4.0,0.3,10.4,0.3,AZ,04001,APACHE,America/Phoenix,True
2021-01-24,0.8,-1.8,5.4,2.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-25,-0.4,-4.6,4.5,3.9,AZ,04001,APACHE,America/Phoenix,True
2021-01-26,-4.0,-5.9,-2.2,1.3,AZ,04001,APACHE,America/Phoenix,True
2021-01-27,-2.6,-12.3,8.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-28,4.9,-1.6,12.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-29,6.5,0.2,13.0,2.3,AZ,04001,APACHE,America/Phoenix,True
2021-01-30,-0.3,-3.5,4.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-01-31,0.6,-6.9,9.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-01,3.3,-3.3,10.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-02,9.0,2.1,16.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-03,8.7,4.1,12.8,0.2,AZ,04001,APACHE,America/Phoenix,True
2021-02-04,5.1,0.2,8.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-05,2.6,-4.2,9.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-06,3.6,-3.2,9.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-07,6.5,-0.5,13.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-08,8.2,-0.6,16.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-09,7.9,-0.4,16.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-10,8.7,3.3,14.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-11,6.5,-1.3,13.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-12,7.6,2.5,13.8,0.3,AZ,04001,APACHE,America/Phoenix,True
2021-02-13,4.9,-2.2,14.6,0.5,AZ,04001,APACHE,America/Phoenix,True
2021-02-14,0.5,-3.5,3.3,5.6,AZ,04001,APACHE,America/Phoenix,True
2021-02-15,0.7,-3.5,5.9,0.3,AZ,04001,APACHE,America/Phoenix,True
2021-02-16,0.1,-2.6,3.1,6.6,AZ,04001,APACHE,America/Phoenix,True
2021-02-17,-3.7,-9.4,1.2,0.3,AZ,04001,APACHE,America/Phoenix,True
2021-02-18,-6.4,-13.2,0.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-19,-3.7,-11.9,7.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-20,4.1,-6.2,13.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-21,0.7,-4.0,5.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-22,1.9,-5.1,9.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-23,5.2,-3.8,15.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-24,7.0,-0.2,14.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-25,3.8,-0.6,8.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-26,3.9,-4.0,12.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-27,6.6,-0.4,12.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-02-28,-0.5,-5.4,4.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-01,1.6,-7.7,10.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-02,5.9,-4.2,15.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-03,9.6,0.8,18.5,0.1,AZ,04001,APACHE,America/Phoenix,True
2021-03-04,6.0,1.4,10.9,0.5,AZ,04001,APACHE,America/Phoenix,True
2021-03-05,7.8,-0.2,16.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-06,11.4,3.7,19.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-07,11.6,0.2,21.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-08,14.1,8.9,20.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-09,9.9,5.9,15.6,0.3,AZ,04001,APACHE,America/Phoenix,True
2021-03-10,5.3,-1.2,11.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-11,5.0,-3.4,13.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-12,4.8,-2.0,12.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-13,0.9,-2.4,5.1,7.1,AZ,04001,APACHE,America/Phoenix,True
2021-03-14,2.5,-2.7,8.5,0.3,AZ,04001,APACHE,America/Phoenix,True
2021-03-15,5.9,0.2,13.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-16,1.4,-1.5,3.8,1.8,AZ,04001,APACHE,America/Phoenix,True
2021-03-17,4.0,-2.8,10.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-18,8.4,-0.7,17.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-19,11.3,0.5,20.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-20,12.7,4.2,20.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-21,10.4,3.0,17.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-22,4.9,-0.8,10.4,0.5,AZ,04001,APACHE,America/Phoenix,True
2021-03-23,4.6,1.1,9.8,3.4,AZ,04001,APACHE,America/Phoenix,True
2021-03-24,2.7,-1.2,6.8,3.3,AZ,04001,APACHE,America/Phoenix,True
2021-03-25,4.2,0.0,8.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-26,3.4,-1.5,8.8,0.9,AZ,04001,APACHE,America/Phoenix,True
2021-03-27,4.7,-0.3,11.1,1.6,AZ,04001,APACHE,America/Phoenix,True
2021-03-28,7.8,-1.6,16.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-29,12.0,1.0,22.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-30,12.1,5.4,17.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-03-31,8.5,-2.2,17.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-01,13.8,0.2,24.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-02,14.7,6.8,20.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-03,16.8,5.8,25.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-04,18.8,8.5,26.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-05,18.2,8.9,25.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-06,16.0,10.4,21.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-07,12.6,3.8,19.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-08,17.4,11.0,24.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-09,14.8,7.1,20.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-10,14.6,4.1,23.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-11,17.0,7.8,23.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-12,17.6,11.8,23.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-13,15.7,8.9,22.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-14,15.5,6.6,22.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-15,13.7,7.2,19.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-16,10.1,1.7,15.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-17,9.4,2.8,14.6,0.5,AZ,04001,APACHE,America/Phoenix,True
2021-04-18,6.7,2.9,11.7,1.5,AZ,04001,APACHE,America/Phoenix,True
2021-04-19,9.8,-1.0,18.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-20,15.2,6.7,23.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-21,14.7,6.6,22.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-22,12.4,3.5,19.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-23,12.4,5.1,19.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-24,15.3,5.9,23.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-25,17.2,6.8,24.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-26,14.4,6.9,20.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-27,9.0,5.5,13.1,2.2,AZ,04001,APACHE,America/Phoenix,True
2021-04-28,6.5,2.2,11.4,8.8,AZ,04001,APACHE,America/Phoenix,True
2021-04-29,12.0,2.8,21.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-04-30,16.0,6.1,23.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-01,19.8,11.1,28.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-02,18.5,11.9,24.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-03,14.3,9.9,18.7,2.9,AZ,04001,APACHE,America/Phoenix,True
2021-05-04,15.9,5.1,24.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-05,19.5,10.1,26.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-06,21.4,10.6,29.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-07,21.2,14.1,28.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-08,18.6,11.6,24.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-09,18.6,12.1,24.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-10,18.1,9.6,25.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-11,18.0,10.4,24.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-12,19.1,11.4,25.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-13,20.9,9.1,29.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-14,21.4,11.7,28.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-15,20.4,12.7,26.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-16,18.7,10.2,26.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-17,15.4,9.1,21.1,0.1,AZ,04001,APACHE,America/Phoenix,True
2021-05-18,17.6,10.9,23.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-19,20.6,14.2,26.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-20,20.1,10.4,27.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-21,16.6,12.4,21.1,2.5,AZ,04001,APACHE,America/Phoenix,True
2021-05-22,16.0,8.0,23.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-23,13.0,2.5,21.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-24,16.0,4.8,24.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-25,19.2,7.2,28.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-26,19.7,13.2,26.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-27,20.1,9.7,26.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-28,21.9,11.6,30.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-29,22.4,11.6,30.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-30,21.8,11.4,30.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-05-31,22.4,16.8,28.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-01,22.3,13.5,28.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-02,24.4,15.8,30.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-03,25.4,16.2,31.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-04,25.6,17.1,32.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-05,26.3,19.2,33.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-06,25.2,18.9,31.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-07,23.4,13.4,32.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-08,22.7,13.8,31.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-09,23.2,11.9,33.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-10,24.4,14.4,33.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-11,24.6,14.1,33.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-12,26.9,14.4,36.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-13,28.9,17.7,37.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-14,29.5,17.8,36.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-15,29.6,19.1,37.5,0.1,AZ,04001,APACHE,America/Phoenix,True
2021-06-16,29.7,21.3,36.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-17,29.2,21.8,34.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-18,30.0,22.5,36.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-19,30.3,22.4,36.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-20,30.2,22.2,36.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-21,29.2,22.4,35.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-22,27.7,19.2,34.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-23,24.4,20.0,29.3,0.4,AZ,04001,APACHE,America/Phoenix,True
2021-06-24,23.5,16.5,29.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-25,23.7,17.4,29.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-26,23.8,15.9,30.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-27,23.7,15.2,30.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-28,21.7,15.8,28.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-06-29,20.2,14.1,26.8,0.4,AZ,04001,APACHE,America/Phoenix,True
2021-06-30,21.6,14.1,27.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-07-01,23.2,17.2,29.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-07-02,23.7,17.8,30.5,4.7,AZ,04001,APACHE,America/Phoenix,True
2021-07-03,23.8,17.6,29.5,1.6,AZ,04001,APACHE,America/Phoenix,True
2021-07-04,24.4,18.8,31.6,0.3,AZ,04001,APACHE,America/Phoenix,True
2021-07-05,26.0,19.9,32.8,0.2,AZ,04001,APACHE,America/Phoenix,True
2021-07-06,28.0,20.2,34.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-07-07,27.5,19.9,33.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-07-08,28.2,19.0,34.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-07-09,30.2,22.3,36.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-07-10,30.0,21.5,36.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-07-11,30.6,22.5,37.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-07-12,27.2,20.1,35.4,0.1,AZ,04001,APACHE,America/Phoenix,True
2021-07-13,25.9,19.9,31.9,0.7,AZ,04001,APACHE,America/Phoenix,True
2021-07-14,25.0,20.0,29.2,0.3,AZ,04001,APACHE,America/Phoenix,True
2021-07-15,25.0,19.6,30.9,0.2,AZ,04001,APACHE,America/Phoenix,True
2021-07-16,23.7,19.2,29.6,1.8,AZ,04001,APACHE,America/Phoenix,True
2021-07-17,24.6,19.3,29.3,0.1,AZ,04001,APACHE,America/Phoenix,True
2021-07-18,23.1,18.6,29.3,11.1,AZ,04001,APACHE,America/Phoenix,True
2021-07-19,24.4,18.1,31.5,0.2,AZ,04001,APACHE,America/Phoenix,True
2021-07-20,25.3,19.1,32.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-07-21,25.4,20.1,31.5,0.4,AZ,04001,APACHE,America/Phoenix,True
2021-07-22,25.3,19.8,32.8,1.0,AZ,04001,APACHE,America/Phoenix,True
2021-07-23,20.6,17.0,25.5,28.9,AZ,04001,APACHE,America/Phoenix,True
2021-07-24,19.1,15.2,24.3,32.4,AZ,04001,APACHE,America/Phoenix,True
2021-07-25,19.2,14.9,23.8,1.3,AZ,04001,APACHE,America/Phoenix,True
2021-07-26,19.7,13.6,25.2,0.3,AZ,04001,APACHE,America/Phoenix,True
2021-07-27,20.7,15.1,26.5,0.7,AZ,04001,APACHE,America/Phoenix,True
2021-07-28,21.9,14.9,27.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-07-29,21.4,16.1,27.7,7.9,AZ,04001,APACHE,America/Phoenix,True
2021-07-30,21.7,14.9,27.9,0.2,AZ,04001,APACHE,America/Phoenix,True
2021-07-31,22.8,14.9,29.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-01,22.7,16.5,28.1,0.4,AZ,04001,APACHE,America/Phoenix,True
2021-08-02,24.0,17.6,30.4,0.1,AZ,04001,APACHE,America/Phoenix,True
2021-08-03,25.2,17.0,32.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-04,25.8,17.5,32.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-05,26.7,18.1,33.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-06,26.4,19.5,32.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-07,26.6,19.8,33.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-08,26.8,19.0,32.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-09,26.0,20.2,31.5,0.2,AZ,04001,APACHE,America/Phoenix,True
2021-08-10,22.0,19.1,25.1,2.5,AZ,04001,APACHE,America/Phoenix,True
2021-08-11,21.5,16.7,28.0,3.1,AZ,04001,APACHE,America/Phoenix,True
2021-08-12,20.9,16.4,26.5,1.3,AZ,04001,APACHE,America/Phoenix,True
2021-08-13,22.2,16.5,27.5,1.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-14,21.9,16.8,27.3,0.5,AZ,04001,APACHE,America/Phoenix,True
2021-08-15,22.2,15.2,30.1,1.9,AZ,04001,APACHE,America/Phoenix,True
2021-08-16,22.2,16.1,28.9,0.1,AZ,04001,APACHE,America/Phoenix,True
2021-08-17,21.4,15.0,27.1,0.5,AZ,04001,APACHE,America/Phoenix,True
2021-08-18,21.0,16.3,26.5,0.6,AZ,04001,APACHE,America/Phoenix,True
2021-08-19,20.5,15.0,27.8,0.2,AZ,04001,APACHE,America/Phoenix,True
2021-08-20,20.7,13.6,27.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-21,22.7,15.4,29.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-22,23.3,15.9,30.6,0.4,AZ,04001,APACHE,America/Phoenix,True
2021-08-23,24.3,17.4,30.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-24,24.3,15.2,31.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-25,25.8,16.4,33.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-26,25.0,19.0,32.0,0.1,AZ,04001,APACHE,America/Phoenix,True
2021-08-27,24.2,19.0,30.2,0.5,AZ,04001,APACHE,America/Phoenix,True
2021-08-28,24.5,16.9,30.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-29,24.8,17.8,31.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-08-30,23.3,17.4,29.2,0.5,AZ,04001,APACHE,America/Phoenix,True
2021-08-31,22.5,17.2,27.9,2.6,AZ,04001,APACHE,America/Phoenix,True
2021-09-01,19.0,16.1,22.8,14.7,AZ,04001,APACHE,America/Phoenix,True
2021-09-02,18.9,13.8,23.6,0.6,AZ,04001,APACHE,America/Phoenix,True
2021-09-03,20.2,14.2,26.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-04,21.9,15.6,28.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-05,23.3,14.9,30.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-06,23.0,13.1,31.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-07,24.3,14.6,32.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-08,26.4,18.0,34.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-09,25.5,17.0,32.2,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-10,25.2,17.2,33.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-11,24.4,15.9,30.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-12,25.0,15.9,31.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-13,25.1,17.1,31.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-14,24.7,18.7,30.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-15,23.8,16.1,29.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-16,22.9,14.5,29.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-17,22.9,13.8,29.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-18,23.1,17.7,29.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-19,21.7,15.5,27.9,0.3,AZ,04001,APACHE,America/Phoenix,True
2021-09-20,20.5,13.5,27.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-21,19.6,12.2,26.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-22,20.7,12.3,28.4,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-23,19.7,13.6,24.7,0.1,AZ,04001,APACHE,America/Phoenix,True
2021-09-24,20.3,14.6,26.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-09-25,18.9,13.6,23.8,0.1,AZ,04001,APACHE,America/Phoenix,True
2021-09-26,16.3,13.8,20.6,3.8,AZ,04001,APACHE,America/Phoenix,True
2021-09-27,14.6,11.0,18.7,11.3,AZ,04001,APACHE,America/Phoenix,True
2021-09-28,14.7,12.2,18.1,5.8,AZ,04001,APACHE,America/Phoenix,True
2021-09-29,13.9,9.2,19.0,3.3,AZ,04001,APACHE,America/Phoenix,True
2021-09-30,10.8,7.8,14.1,5.8,AZ,04001,APACHE,America/Phoenix,True
2021-10-01,10.7,5.3,16.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-02,12.7,6.0,19.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-03,15.1,8.6,21.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-04,16.5,9.4,23.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-05,15.2,11.6,21.5,6.1,AZ,04001,APACHE,America/Phoenix,True
2021-10-06,15.0,10.5,22.2,0.4,AZ,04001,APACHE,America/Phoenix,True
2021-10-07,15.8,9.1,23.8,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-08,17.0,9.7,26.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-09,15.6,10.1,22.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-10,11.1,6.8,16.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-11,12.8,4.0,21.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-12,6.7,2.2,12.4,4.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-13,5.9,-1.4,12.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-14,7.7,1.1,14.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-15,7.5,0.9,14.1,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-16,9.6,0.4,19.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-17,15.9,8.2,23.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-18,13.7,6.1,21.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-19,13.0,8.1,18.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-20,12.3,4.2,19.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-21,13.4,5.3,21.6,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-22,14.9,5.8,24.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-23,13.2,6.0,21.3,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-24,13.7,5.8,21.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-25,15.7,6.2,25.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-26,10.6,5.2,13.2,0.1,AZ,04001,APACHE,America/Phoenix,True
2021-10-27,6.6,0.9,12.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-28,9.7,2.8,16.0,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-29,11.5,2.2,20.7,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-30,13.2,5.1,21.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-10-31,13.2,6.6,21.5,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-11-01,12.5,5.6,20.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-11-02,11.6,6.0,17.9,0.0,AZ,04001,APACHE,America/Phoenix,True
2021-11-03,10.9,4.0,17.7,0.0,AZ,04001,APACHE,America/Phoenix,True
