state,data_year,county_fips,county_name,median_household_income,poverty_rate,unemployment_rate,bachelors_plus_rate
CA,2023,06103,Tehama County,61834,0.15419291095467458,0.06291911865334611,0.18843192237503895
CA,2023,06105,Trinity County,53498,0.1800139940207366,0.056081443114841936,0.1804651919323357
CA,2023,06107,Tulare County,69489,0.17757265815460413,0.08127090155557586,0.15839490911134213
CA,2023,06109,Tuolumne County,72259,0.1071966915317126,0.07362410399708419,0.23944468298268212
CA,2023,06111,Ventura County,107327,0.09017859300611421,0.051801286507510494,0.3566576039958768
CA,2023,06113,Yolo County,88818,0.16264787793673086,0.05073748864570267,0.44083850812487047
CA,2023,06115,Yuba County,73313,0.1531778804327848,0.06793868752993773,0.178964071177604
NV,2023,32001,Churchill County,73268,0.09139828126254919,0.06101612511141723,0.18608322995376114
NV,2023,32003,Clark County,73845,0.1320819368165142,0.06910369249258513,0.2730858178753908
NV,2023,32005,Douglas County,88018,0.08287762790132458,0.03068201488661935,0.3205157607726219
NV,2023,32007,Elko County,83427,0.11027033162444903,0.040844535056498155,0.1753764393268379
NV,2023,32009,Esmeralda County,-666666666,0.193717277486911,0.02743142144638404,0.24074074074074073
NV,2023,32011,Eureka County,73095,0.22067714631197097,0.0,0.1813285457809695
NV,2023,32013,Humboldt County,79946,0.12159953298307064,0.05134556919265849,0.19797802197802197
NV,2023,32015,Lander County,84474,0.11418563922942207,0.08430034129692833,0.16568047337278108
NV,2023,32017,Lincoln County,69496,0.06596962907642519,0.01699561403508772,0.18986549890522364
NV,2023,32019,Lyon County,73460,0.1100920468843123,0.05925057785591041,0.17205765520372263
NV,2023,32021,Mineral County,50584,0.18043576940535633,0.04971428571428571,0.11470408785845028
NV,2023,32023,Nye County,55975,0.15528439661798615,0.0870712401055409,0.12673745173745174
NV,2023,32027,Pershing County,72007,0.08054260279779568,0.05686604886267902,0.09348441926345609
NV,2023,32029,Storey County,96000,0.07073643410852713,0.06388738494856525,0.3163082437275986
NV,2023,32031,Washoe County,85600,0.10685089828392169,0.047306672478297195,0.3318290047678912
NV,2023,32033,White Pine County,72294,0.08385430823593368,0.046930492135971585,0.1415278403121717
NV,2023,32510,Carson City,71809,0.11095160335205556,0.03976734749086974,0.2450615380967061
UT,2023,49001,Beaver County,85603,0.0745900449862139,0.023391812865497075,0.2273655547991831
UT,2023,49003,Box Elder County,77865,0.08620195307888212,0.031090027984437923,0.26712386050012543
UT,2023,49005,Cache County,78292,0.13073984387925458,0.02325517203306789,0.4042448034342521
UT,2023,49007,Carbon County,53673,0.16787631735931596,0.052491482112436115,0.18413386120863523
UT,2023,49009,Daggett County,58750,0.10126582278481013,0.07901907356948229,0.11591355599214145
UT,2023,49011,Davis County,108058,0.059759882773087296,0.02455735100445262,0.38689396080862976
UT,2023,49013,Duchesne County,74738,0.132989585460486,0.03778937812074444,0.1700142869148668
UT,2023,49015,Emery County,69956,0.11268747466558574,0.03430721558211598,0.1716616977875412
UT,2023,49017,Garfield County,61688,0.1111111111111111,0.04845642829230168,0.32017306652244454
UT,2023,49019,Grand County,62521,0.16991150442477876,0.028612049049226942,0.3473027842227378
UT,2023,49021,Iron County,65527,0.13638124105413826,0.03310430980637102,0.3030623330103644
UT,2023,49023,Juab County,89803,0.09011315767737672,0.02217405801933978,0.2022889842632332
UT,2023,49025,Kane County,75000,0.1044238683127572,0.04420612084750196,0.3213913043478261
UT,2023,49027,Millard County,70877,0.08776513987088841,0.06251988545975183,0.230517848164907
UT,2023,49029,Morgan County,126092,0.01702195354756602,0.021092022452798096,0.3884459364946146
UT,2023,49031,Piute County,44650,0.11097992916174734,0.06536856745479833,0.1901893287435456
UT,2023,49033,Rich County,76875,0.09453700116234018,0.02667893284268629,0.24469413233458176
UT,2023,49035,Salt Lake County,94658,0.0835852438747877,0.03538295450888377,0.38630205614732704
UT,2023,49037,San Juan County,54890,0.1836734693877551,0.10832095096582467,0.20237828135517164
UT,2023,49039,Sanpete County,67459,0.1532161106101593,0.048015786011839506,0.23179255918827507
UT,2023,49041,Sevier County,73765,0.10526806526806527,0.03310036886041545,0.23059642003043698
UT,2023,49043,Summit County,137058,0.045420367498472676,0.02015387188493059,0.5806974578317409
UT,2023,49045,Tooele County,101846,0.0469196622627343,0.034618563718578306,0.23201708047191408
UT,2023,49047,Uintah County,69861,0.11107709435012525,0.05451037144235408,0.16834379615952733
UT,2023,49049,Utah County,96877,0.087221609239515,0.03420122590976862,0.4383636655542941
UT,2023,49051,Wasatch County,115146,0.05147182979681432,0.02370631990153583,0.47719552515965397
UT,2023,49053,Washington County,76411,0.09880833102389733,0.03210758658353434,0.3328757502234708
UT,2023,49055,Wayne County,70074,0.09101654846335698,0.008130081300813009,0.25193370165745854
UT,2023,49057,Weber County,87083,0.074977770008892,0.029121226215351296,0.28049440259686215
AZ,2024,04001,Apache County,41438,0.3052918080996105,0.09653877341982843,0.1656434474616293
AZ,2024,04003,Cochise County,59742,0.15423076923076923,0.06893551385236014,0.2809485620085099
AZ,2024,04005,Coconino County,72966,0.1677267959948993,0.05344945788792119,0.40340831783754366
AZ,2024,04007,Gila County,61986,0.1688767476713524,0.06589061180965922,0.18732359494924486
AZ,2024,04009,Graham County,67325,0.17262655624417264,0.07150253106304648,0.14578957796710917
AZ,2024,04011,Greenlee County,71164,0.0818937939859245,0.022798176145908327,0.20866018198933167
AZ,2024,04012,La Paz County,49478,0.174547435975056,0.09123065585851142,0.13458389161828196
AZ,2024,04013,Maricopa County,89300,0.10978031687092578,0.04344669743024182,0.3668029378044825
AZ,2024,04015,Mohave County,57684,0.16087829348466093,0.06760807300339705,0.1521983758700696
AZ,2024,04017,Navajo County,54606,0.24719654027045698,0.08130410932767297,0.191045556488119
AZ,2024,04019,Pima County,70315,0.1431998636311688,0.05215173407399144,0.3679420390707512
AZ,2024,04021,Pinal County,80266,0.1110072146491057,0.056254824648580684,0.22467424552614465
AZ,2024,04023,Santa Cruz County,55217,0.20184407335314006,0.10855128310240222,0.2314218381775334
AZ,2024,04025,Yavapai County,69613,0.12042634952710649,0.041024777618767015,0.3025407885349456
AZ,2024,04027,Yuma County,62876,0.15600007850294878,0.06478341903756765,0.1677879596334532
CA,2024,06001,Alameda County,129367,0.0921508736291826,0.05101575280755767,0.5224594674603354
CA,2024,06003,Alpine County,105521,0.09962871287128713,0.04233409610983982,0.41097122302158273
CA,2024,06005,Amador County,88044,0.08187057554146161,0.0512397602946836,0.224212927756654
CA,2024,06007,Butte County,67928,0.192474076115576,0.0694175026325999,0.3192443116252922
CA,2024,06009,Calaveras County,78647,0.13002663406540627,0.04320409872407508,0.23871704206921512
CA,2024,06011,Colusa County,75672,0.11385155420072976,0.08905764584052468,0.16388435035874122
CA,2024,06013,Contra Costa County,127229,0.0836068637239007,0.06094115722932742,0.4523103539536753
CA,2024,06015,Del Norte County,67058,0.12948070317235805,0.060147122457810474,0.2139180460234154
CA,2024,06017,El Dorado County,108845,0.07988940400466217,0.042995109267628305,0.4002148333286529
CA,2024,06019,Fresno County,74201,0.18312406479734564,0.07997968646328484,0.24272755708476698
CA,2024,06021,Glenn County,67139,0.1595053003533569,0.07420983470502801,0.1512134073348569
CA,2024,06023,Humboldt County,61160,0.18670503990462378,0.08272334293948126,0.33129816942739515
CA,2024,06025,Imperial County,57681,0.1953161998267398,0.1112886514287141,0.1606727757384288
CA,2024,06027,Inyo County,73991,0.10879276530834604,0.02420710523366581,0.314960058097313
CA,2024,06029,Kern County,70210,0.19112395488468661,0.07941826477507664,0.18771437037878236
CA,2024,06031,Kings County,70995,0.1598189863810165,0.0974990230558812,0.13644815157212453
CA,2024,06033,Lake County,60621,0.16966381153115984,0.09957303084374203,0.17829964814663285
CA,2024,06035,Lassen County,67403,0.1396011396011396,0.07680789218708711,0.13085701499216826
CA,2024,06037,Los Angeles County,90112,0.1373592854782541,0.06777914386673362,0.36012586651771084
CA,2024,06039,Madera County,76627,0.19202074218117,0.0918876241858017,0.17908182373696557
CA,2024,06041,Marin County,149091,0.08307603736607794,0.05743900719221549,0.6112683330434828
CA,2024,06043,Mariposa County,68412,0.1404121757669075,0.0562921609676669,0.3181205035971223
CA,2024,06045,Mendocino County,68092,0.15361652754779043,0.08273834523309534,0.2515324228411657
CA,2024,06047,Merced County,65510,0.19088797470125654,0.09548888591605821,0.15331912914137383
CA,2024,06049,Modoc County,59455,0.1790021281626862,0.0706401766004415,0.24816835541699142
CA,2024,06051,Mono County,99415,0.08553690503564038,0.029752271878501182,0.32152295194284036
CA,2024,06053,Monterey County,97230,0.12732517112831832,0.049423163217547805,0.2821422225381144
CA,2024,06055,Napa County,111471,0.08457222365058,0.049439374882924346,0.3979286300246103
CA,2024,06057,Nevada County,89882,0.11010268235479612,0.05157283925481014,0.41545310495736815
CA,2024,06059,Orange County,116289,0.09497028529824425,0.05127387106540924,0.44077348250633364
CA,2024,06061,Placer County,115998,0.06755544006794521,0.045766452741313815,0.43175610067499687
CA,2024,06063,Plumas County,66031,0.10598646538261322,0.08385019083969465,0.22549407114624506
CA,2024,06065,Riverside County,93074,0.10617039021328037,0.061042488327296,0.25567890122345566
CA,2024,06067,Sacramento County,92175,0.12495849656957879,0.06289925375737464,0.34132461700522326
CA,2024,06069,San Benito County,114394,0.0666806051283583,0.05106463672319445,0.24088480010823243
CA,2024,06071,San Bernardino County,85478,0.13347035251988393,0.06637039072207895,0.23296767921483552
CA,2024,06073,San Diego County,106268,0.10279023000544639,0.05758208998519474,0.4315979109181484
CA,2024,06075,San Francisco County,140970,0.11151727125650747,0.0574281636960949,0.6033867365411525
CA,2024,06077,San Joaquin County,92179,0.12411203003497118,0.07033083763085304,0.2274954113976406
CA,2024,06079,San Luis Obispo County,97446,0.12905574431542396,0.051939933503695766,0.3984145162646045
CA,2024,06081,San Mateo County,158855,0.06705593224713927,0.045576549939942715,0.536726817181124
CA,2024,06083,Santa Barbara County,98161,0.14741387863868952,0.06030498483618812,0.36811153741144687
CA,2024,06085,Santa Clara County,164281,0.0710646700481001,0.046407465572490675,0.5649641570410001
CA,2024,06087,Santa Cruz County,111093,0.11619784932673205,0.057658400156728164,0.4393609945054024
CA,2024,06089,Shasta County,72636,0.13285247518648666,0.05944363773567647,0.23765487171927974
CA,2024,06091,Sierra County,63355,0.04439252336448598,0.11214285714285714,0.25811068702290074
CA,2024,06093,Siskiyou County,59095,0.16382641895981748,0.07314471478640727,0.23327631783548436
CA,2024,06095,Solano County,100401,0.09989034715863487,0.06064771469912333,0.2875703726702171
CA,2024,06097,Sonoma County,104674,0.0889142699646289,0.053971848741035534,0.38486611158260986
CA,2024,06099,Stanislaus County,81468,0.13532426069145487,0.07393254693470676,0.19649967406671615
CA,2024,06101,Sutter County,79704,0.14430433984207627,0.0668126609485573,0.2091489231146837
CA,2024,06103,Tehama County,63784,0.15558314580585086,0.055275347400926406,0.19290659377590572
CA,2024,06105,Trinity County,53002,0.2070039405109953,0.07736436649729553,0.22405906428055533
CA,2024,06107,Tulare County,71300,0.17886070598182202,0.08518317226855075,0.16642219055233062
CA,2024,06109,Tuolumne County,77404,0.10438559075574858,0.07596316937242549,0.24609478104379123
CA,2024,06111,Ventura County,109797,0.0933818155461195,0.05418967481812604,0.3613419190440936
CA,2024,06113,Yolo County,91752,0.16690188551428248,0.057714619625511304,0.4480748125114322
CA,2024,06115,Yuba County,76373,0.14184397163120568,0.06394519710705918,0.17741875511266453
NV,2024,32001,Churchill County,79163,0.08143593811979373,0.05049822665090356,0.17693993369669045
NV,2024,32003,Clark County,76472,0.13037466619234167,0.07054956004597647,0.27809680721735236
NV,2024,32005,Douglas County,90754,0.09040612840466926,0.029440584357740957,0.31614955441670245
NV,2024,32007,Elko County,86487,0.09834925171091223,0.04308147944073283,0.17779040045441635
NV,2024,32009,Esmeralda County,41715,0.12426614481409001,0.005633802816901409,0.2111731843575419
NV,2024,32011,Eureka County,70473,0.24889170360987967,0.0,0.17073170731707318
NV,2024,32013,Humboldt County,81073,0.10627991128749854,0.05465655765531289,0.19252950048797798
NV,2024,32015,Lander County,89014,0.10741643454038997,0.08589572192513369,0.19278406031233172
NV,2024,32017,Lincoln County,72307,0.05038092897517818,0.0184194890077243,0.20361852192578964
NV,2024,32019,Lyon County,80812,0.11695458912027615,0.06075432570799041,0.16972791371040824
NV,2024,32021,Mineral County,54855,0.18466424682395643,0.08927704997573993,0.13220439691027927
NV,2024,32023,Nye County,60714,0.14137885454236457,0.07471210118935247,0.1334889093180586
NV,2024,32027,Pershing County,66902,0.11815501263689974,0.03740238388820386,0.06148800983808157
NV,2024,32029,Storey County,93409,0.07058254773990814,0.06080402010050251,0.31236834185976525
NV,2024,32031,Washoe County,88096,0.1065094674628669,0.04881253302486326,0.3422049438945211
NV,2024,32033,White Pine County,72865,0.08186738836265223,0.03868887694787748,0.12358845671267252
NV,2024,32510,Carson City,72355,0.10341414250490434,0.0522402987064942,0.23732909982702652
UT,2024,49001,Beaver County,79360,0.0664259927797834,0.016408961817608078,0.23480176211453743
UT,2024,49003,Box Elder County,84550,0.0841279757990267,0.031455259596659735,0.26698398961488534
UT,2024,49005,Cache County,81665,0.11952382358150794,0.025289218876595517,0.42231026540908095
UT,2024,49007,Carbon County,58377,0.17011380504700643,0.055613741097612066,0.18793332349904115
UT,2024,49009,Daggett County,66000,0.09016393442622951,0.06231454005934718,0.17615658362989323
UT,2024,49011,Davis County,110884,0.06426738014443574,0.02657350549681682,0.3925072998240899
UT,2024,49013,Duchesne County,78445,0.11804995970991136,0.04131782102859628,0.18470597992867213
UT,2024,49015,Emery County,74291,0.12488696875313976,0.034653465346534656,0.18289085545722714
UT,2024,49017,Garfield County,61875,0.09810874704491726,0.039289761994710994,0.2832415420928403
UT,2024,49019,Grand County,67106,0.13295395757889292,0.015793251974156496,0.3748925193465176
UT,2024,49021,Iron County,66247,0.138263875301637,0.03777127219499777,0.3163551664140989
UT,2024,49023,Juab County,101786,0.06915150539365642,0.021573604060913704,0.2
UT,2024,49025,Kane County,77092,0.09534619750283768,0.03558441558441559,0.28757846052196895
UT,2024,49027,Millard County,73639,0.07679440389294404,0.052422436191349536,0.2432399061612545
UT,2024,49029,Morgan County,130929,0.014159430493624345,0.022650602409638555,0.3836623553437713
UT,2024,49031,Piute County,48393,0.1019561351511559,0.05539772727272727,0.1961970613656007
UT,2024,49033,Rich County,79009,0.0379746835443038,0.0,0.24390243902439024
UT,2024,49035,Salt Lake County,97494,0.0814270480310996,0.03676765124355895,0.393500626899402
UT,2024,49037,San Juan County,64481,0.18074252515233102,0.11099825885084155,0.20473064735174287
UT,2024,49039,Sanpete County,70083,0.15175588388150568,0.04861111111111111,0.22936083383885733
UT,2024,49041,Sevier County,74884,0.09683986489612734,0.04189469711266277,0.22763185991885543
UT,2024,49043,Summit County,138114,0.04877707244212098,0.01740788328428731,0.5982743392893539
UT,2024,49045,Tooele County,106587,0.05194507717954265,0.034604470897639975,0.2294443739156193
UT,2024,49047,Uintah County,73746,0.11765510824051013,0.056353400735294115,0.16768787168859253
UT,2024,49049,Utah County,100671,0.08688229500730317,0.036215027554048325,0.4438625510377913
UT,2024,49051,Wasatch County,117608,0.0474931129476584,0.019753852518357637,0.5134212024346455
UT,2024,49053,Washington County,80632,0.09836875418103226,0.03477143821374528,0.35220034075734086
UT,2024,49055,Wayne County,76607,0.10583657587548638,0.02097902097902098,0.27712684666327053
UT,2024,49057,Weber County,90005,0.08086928481976138,0.02916558746949848,0.28490546255198684
