state,data_year,county_fips,county_name,median_household_income,poverty_rate,unemployment_rate,bachelors_plus_rate,B17001_001E,B23025_003E,B15003_001E
CA,2024,6015,DEL NORTE,67058,0.129480703172358,0.0639963167587477,0.2139180460234154,24745,10860,19816
CA,2024,6017,EL DORADO,108845,0.0798894040046621,0.0449267393343468,0.4002148333286529,191327,92751,142436
CA,2024,6019,FRESNO,74201,0.1831240647973456,0.0869325223438048,0.2427275570847669,999115,472838,636203
CA,2024,6021,GLENN,67139,0.1595053003533569,0.0801583744210369,0.1512134073348569,28300,13386,18378
CA,2024,6023,HUMBOLDT,61160,0.1867050399046237,0.0901836346785215,0.3312981694273951,131689,63659,93031
CA,2024,6025,IMPERIAL,57681,0.1953161998267398,0.1252247443532981,0.1606727757384288,173150,71192,111419
CA,2024,6027,INYO,73991,0.108792765308346,0.0248076260480073,0.314960058097313,18356,8707,13770
CA,2024,6029,KERN,70210,0.1911239548846866,0.0862696507395647,0.1877143703787823,891050,400303,563569
CA,2024,6031,KINGS,70995,0.1598189863810165,0.1080320415674388,0.1364481515721245,139658,60047,96271
CA,2024,6033,LAKE,60621,0.1696638115311598,0.1105842386496337,0.1782996481466328,66897,28259,48884
CA,2024,6035,LASSEN,67403,0.1396011396011396,0.0831981681137296,0.1308570149921682,23868,10481,22345
CA,2024,6037,LOS ANGELES,90112,0.1373592854782541,0.0727071738642202,0.3601258665177108,9656697,5200656,6917487
CA,2024,6039,MADERA,76627,0.19202074218117,0.1011853011070538,0.1790818237369655,154275,69012,101462
CA,2024,6041,MARIN,149091,0.0830760373660779,0.0609393000882744,0.6112683330434828,253599,133674,189753
CA,2024,6043,MARIPOSA,68412,0.1404121757669075,0.0596499876756223,0.3181205035971223,16886,8114,13344
CA,2024,6045,MENDOCINO,68092,0.1536165275477904,0.0902014652014652,0.2515324228411657,88773,41496,65093
CA,2024,6047,MERCED,65510,0.1908879747012565,0.1055696103997197,0.1533191291413738,285864,128465,174127
CA,2024,6049,MODOC,59455,0.1790021281626862,0.0760095011876484,0.2481683554169914,8458,3368,6415
CA,2024,6051,MONO,99415,0.0855369050356403,0.0306646138054914,0.3215229519428403,13047,7794,10217
CA,2024,6053,MONTEREY,97230,0.1273251711283183,0.0519928124746203,0.2821422225381144,420883,197008,281390
CA,2024,6055,NAPA,111471,0.08457222365058,0.0520107540503638,0.3979286300246103,132242,71043,97520
CA,2024,6057,NEVADA,89882,0.1101026823547961,0.0543772272551629,0.4154531049573681,101478,46582,79518
CA,2024,6059,ORANGE,116289,0.0949702852982442,0.0540449656667401,0.4407734825063336,3126062,1692091,2217917
CA,2024,6061,PLACER,115998,0.0675554400679452,0.0479614795275132,0.4317561006749968,415629,206228,297631
